LABEL	TITLE	SPEAKER	CONTENTS	
0	Game on in Alaska Senate battle	DSCC Deputy Executive Director Matt Canter 	"Sullivan is an Outsider and his campaign is bankrolled by Outside special interests that want to privatize Medicare and Social Security, eliminate a federal minimum wage, and protect tax breaks for companies that ship jobs overseas,"	
0	"Bush takes plunge, challenges Clinton"	President George W. Bush 	"to you all who've challenged me, I do not think it's presidential for me to be splashed with ice water, so I'm simply going to write you a check. ""Now it's my privilege to challenge my friend Bill Clinton to the ALS challenge. Yesterday was Bill's birthday and my gift to Bill is a bucket of cold water."""	
0	NRA hopes to influence three key Senate races	spokesman Andrew Arulanandam 	"Our Second Amendment rights are under attack by the Obama Administration, and we need leaders like Thom Tillis in the Senate to fight back,"	
0	Mitt Romney: The man in demand on the campaign trail	GOP consultant Jim Merrill  	"Governor Romney is a tremendous leader for the Republican Party. His ability to skewer President Obama and his administration's flawed and failed policies are unparalleled, as time and again he has been proven correct on a host of 2012 campaign issues, ""As a seasoned campaigner, proven fundraiser and beloved elder statesman, its no surprise that Governor Romney is in such demand on the campaign trail,"" ""Mitt Romney is the most prominent and engaged elder statesman the GOP has on the national stage right now,"""	
0	Mitt Romney: The man in demand on the campaign trail	press secretary Justin Barasky 	"Republican Senate candidates share Mitt Romney's special interest agenda that's good for billionaires like the Koch Brothers but bad for middle class families across the country and just like Mitt they've been good at winning primaries but will be unacceptable to voters in a general election,"	
0	Mitt Romney: The man in demand on the campaign trail	senior Capito adviser Neil Newhouse 	"I haven't seen a single poll that shows Obama above 30% job approval in West Virginia. What we saw in 2012, which was Mitt winning with 62% of the vote has just gotten worse for Obama since then. It's clear that Obama is just not a popular guy in the state and Mitt is, ""The fact that Mitt Romney is in such high demand, and red state Senate Democrats are avoiding President Obama like the plague, is extremely telling,"""	
0	White House orders review of accidental CIA leak	Deputy National Security Advisor Antony Blinken 	"It shouldn't have happened. We're trying to figure out why it happened. In fact, Chief of Staff Denis McDonough asked the White House consel to look into it, to figure out what happened and to make sure it won't happen again, ""But you can rest assured that the security of this person is foremost in our minds and will be taken care of,"""	
0	"Stepping up political game, Hillary Clinton agrees to help in midterms"	Clinton spokesman Nick Merrill 	"She's looking forward to campaigning for her Democratic friends and colleagues and to helping the effort to move America forward, including a stop to see her old friend and colleague Senator Harkin to help raise money for important races in Iowa,"	
0	George W. Bush has knee replacement surgery	Bush spokesman Freddy Ford 	"had a successful partial knee replacement Saturday and came back to Dallas Monday. ""up walking around and even went up and down a flight of stairs just a couple hours after the procedure."""	
0	"Stepping up political game, Hillary Clinton agrees to help in midterms"	Chairman Steve Israel 	"We're thrilled and grateful that she is lending her support to our shared goal of electing a Democratic House of Representatives that will put a stop to the endless cycle of dysfunction and shutdowns from this Republican Congress, "" I want to help,"" ""Not the minute, but the second you are ready to help, you let me know."" ""Her appeal is so broad. She excites our base. There are few people stronger than she is with swing voters,"""	
0	"Stepping up political game, Hillary Clinton agrees to help in midterms"	Hillary Clinton 	"I strongly am committed to doing what I can to keep the Senate in Democratic hands,"	
0	"Ron Paul defends Rick Perry, calls indictment 'a joke'"	Texas congressman Ron Paul 	"This is pure politics, I tell ya. This is really a joke, ""the abuse of power comes more from the DA's office than the governor's office."" ""Police are supposed to be local people, they're supposed to be peace officers,"" ""They're not supposed to be warriors."""	
0	Christie on Ferguson: Not going to generalize ‘against law enforcement officers'	Gov. Chris Christie 	"Whatever happened in Ferguson, we have a justice system in this country that will be able to make that judgment, and if there are people who need to be held accountable, I'm confident they will be, ""But I'm not going to get into this business of generalizing against law enforcement officers. It's not right,"" ""I think it's very dangerous to make generalizations about anybody like that,"" ""We have millions of dedicated men and women who are police officers across this country, who work in grave danger every day, who try to make sure they protect innocent people across the country,"" ""So I'm not going to get into this game of generalizing and characterizing people in that way. Everyone should be judged on their merits."""	
